lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
151.1846461,-33.4503339,1100,100,0,0,0
151.1954006,-33.450491,1100,100,0,0,0
151.2061551,-33.4506471,1100,100,0,0,0
151.2169097,-33.4508022,1100,100,0,0,0
151.2276644,-33.4509565,1100,100,0,0,0
151.2384192,-33.4511098,115,100,0,0,0
151.249174,-33.4512621,1100,100,0,0,0
151.2599289,-33.4514136,1100,100,0,0,0
151.270684,-33.4515641,1100,100,0,0,0
151.281439,-33.4517137,1100,100,0,0,0
151.2921942,-33.4518623,1100,100,0,0,0
151.3029495,-33.45201,1100,100,0,0,0
151.3137048,-33.4521568,1100,100,0,0,0
150.3780649,-33.4449121,1100,100,0,0,0
150.3888128,-33.445139,1100,100,0,0,0
150.3995609,-33.445365,1100,100,0,0,0
150.410309,-33.4455901,1100,100,0,0,0
150.4210573,-33.4458143,1100,100,0,0,0
150.4318057,-33.4460375,1100,100,0,0,0
150.4425542,-33.4462598,1100,100,0,0,0
150.4533028,-33.4464811,1100,100,0,0,0
150.4640515,-33.4467016,1100,100,0,0,0
150.4748004,-33.4469211,1100,100,0,0,0
150.4855493,-33.4471396,1100,100,0,0,0
150.4962984,-33.4473573,1100,100,0,0,0
150.5070476,-33.447574,1100,100,0,0,0
150.517797,-33.4477898,1100,100,0,0,0
150.5285464,-33.4480046,1100,100,0,0,0
150.5392959,-33.4482185,1100,100,0,0,0
150.5500456,-33.4484315,1100,100,0,0,0
150.5607954,-33.4486436,1100,100,0,0,0
150.5715452,-33.4488547,1100,100,0,0,0
150.5822952,-33.4490649,1100,100,0,0,0
150.5930453,-33.4492741,1100,100,0,0,0
150.6037956,-33.4494825,1100,100,0,0,0
150.6145459,-33.4496899,1100,100,0,0,0
150.6252963,-33.4498963,1100,100,0,0,0
150.6360469,-33.4501019,1100,100,0,0,0
150.6467975,-33.4503065,1100,100,0,0,0
150.6575483,-33.4505101,1100,100,0,0,0
150.6682992,-33.4507129,1100,100,0,0,0
150.6790501,-33.4509147,1100,100,0,0,0
150.6898012,-33.4511156,1100,100,0,0,0
150.7005524,-33.4513155,1100,100,0,0,0
150.7113037,-33.4515145,1100,100,0,0,0
150.7220551,-33.4517126,1100,100,0,0,0
150.7328066,-33.4519098,1100,100,0,0,0
150.7435583,-33.452106,1100,100,0,0,0
150.75431,-33.4523013,1100,100,0,0,0
150.7650618,-33.4524957,1100,100,0,0,0
150.7758137,-33.4526891,1100,100,0,0,0
150.7865657,-33.4528816,1100,100,0,0,0
150.7973179,-33.4530732,115,100,0,0,0
150.8080701,-33.4532638,1100,100,0,0,0
150.8188224,-33.4534535,1100,100,0,0,0
150.8295749,-33.4536423,1100,100,0,0,0
150.8403274,-33.4538301,1100,100,0,0,0
150.85108,-33.454017,1100,100,0,0,0
150.8618328,-33.454203,1100,100,0,0,0
150.8725856,-33.4543881,1100,100,0,0,0
150.8833385,-33.4545722,270,100,0,0,0
150.8940915,-33.4547554,270,100,0,0,0
150.9048446,-33.4549376,115,100,0,0,0
150.9155979,-33.455119,1100,100,0,0,0
150.9263512,-33.4552993,1100,100,0,0,0
150.9371046,-33.4554788,1100,100,0,0,0
150.9478581,-33.4556573,1100,100,0,0,0
150.9586117,-33.4558349,1100,100,0,0,0
150.9693654,-33.4560116,1100,100,0,0,0
150.9801192,-33.4561873,1100,100,0,0,0
150.990873,-33.4563621,1100,100,0,0,0
151.001627,-33.456536,1100,100,0,0,0
151.0123811,-33.4567089,1100,100,0,0,0
151.0231352,-33.4568809,1100,100,0,0,0
151.0338895,-33.457052,1100,100,0,0,0
151.0446438,-33.4572221,1100,100,0,0,0
151.0553982,-33.4573913,1100,100,0,0,0
151.0661528,-33.4575596,270,100,0,0,0
151.0876621,-33.4578934,1100,100,0,0,0
151.0984168,-33.4580588,1100,100,0,0,0
151.1091717,-33.4582234,1100,100,0,0,0
151.1199267,-33.458387,1100,100,0,0,0
151.1306817,-33.4585497,1100,100,0,0,0
151.1414368,-33.4587114,115,100,0,0,0
151.1521921,-33.4588722,115,100,0,0,0
151.1629474,-33.4590321,1100,100,0,0,0
151.1737027,-33.4591911,1100,100,0,0,0
151.1844582,-33.4593491,1100,100,0,0,0
151.1952138,-33.4595062,1100,100,0,0,0
151.2059694,-33.4596623,1100,100,0,0,0
151.2167251,-33.4598176,1100,100,0,0,0
151.2274809,-33.4599719,1100,100,0,0,0
151.2382368,-33.4601252,1100,100,0,0,0
151.2489928,-33.4602776,1100,100,0,0,0
151.2597488,-33.4604291,1100,100,0,0,0
151.2705049,-33.4605797,1100,100,0,0,0
151.2812611,-33.4607293,1100,100,0,0,0
151.2920174,-33.460878,1100,100,0,0,0
151.3027738,-33.4610258,1100,100,0,0,0
