lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
151.151358,-33.87592312,115,100,0,0,0
151.166971,-33.6507192,270,100,0,0,0
151.1584064,-33.79938101,270,100,0,0,0
151.2895976,-33.72011072,270,100,0,0,0
151.1138306,-33.8618284,115,100,0,0,0
150.9566266,-33.88186393,270,100,0,0,0
151.2195446,-33.97611857,115,100,0,0,0
151.0509131,-34.01413873,180,100,0,0,0
151.0289524,-34.02731394,270,100,0,0,0
150.8557539,-33.59160938,270,100,0,0,0
150.7580995,-33.40953913,270,100,0,0,0
151.1105391,-33.519114,270,100,0,0,0
151.1684355,-33.83560004,1100,100,0,0,0
151.1774175,-33.92139807,115,100,0,0,0
151.1783765,-33.8763256,1100,100,0,0,0
150.8746687,-33.47922131,270,100,0,0,0
151.1984744,-33.94875996,115,100,0,0,0
151.1050349,-34.01498479,270,100,0,0,0
150.9770691,-33.93179441,412,100,0,0,0
150.8598643,-33.42486304,115,100,0,0,0
150.6768577,-33.63346147,270,100,0,0,0
150.9618155,-33.89096681,412,100,0,0,0
151.1842576,-33.85386895,115,100,0,0,0
151.1914432,-34.02530338,270,100,0,0,0
150.9700027,-33.54394195,270,100,0,0,0
151.0362327,-33.94627803,180,100,0,0,0
150.8781762,-33.55592758,270,100,0,0,0
151.3246738,-33.58081368,1100,100,0,0,0
151.1828241,-33.92147799,115,100,0,0,0
151.1387872,-33.95688895,270,100,0,0,0
151.0878221,-33.81634135,1100,100,0,0,0
151.0712182,-33.83411716,115,100,0,0,0
150.9060688,-33.51582514,115,100,0,0,0
151.1829198,-33.91697075,115,100,0,0,0
151.1826326,-33.93049247,180,100,0,0,0
151.0714207,-33.82510311,115,100,0,0,0
150.7486468,-33.56716407,1100,100,0,0,0
151.3592035,-33.46404027,1100,100,0,0,0
151.1929708,-33.95318792,115,100,0,0,0
150.7688461,-33.40973295,1100,100,0,0,0
151.1329845,-33.97483535,270,100,0,0,0
151.1610041,-33.93017126,180,100,0,0,0
151.0264876,-33.42762713,270,100,0,0,0
151.065919,-33.82952552,1100,100,0,0,0
151.326239,-33.49967212,270,100,0,0,0
151.1875621,-33.95310838,115,100,0,0,0
150.9515532,-33.41288554,270,100,0,0,0
151.3047165,-33.49937944,270,100,0,0,0
151.1858381,-34.03423797,270,100,0,0,0
150.9237166,-33.45300094,115,100,0,0,0
151.3213804,-33.47255193,1100,100,0,0,0
151.1264862,-34.02433061,180,100,0,0,0
151.1356373,-33.85314298,180,100,0,0,0
151.1664112,-33.93025192,115,100,0,0,0
151.0493081,-33.84729809,180,100,0,0,0
151.322509,-33.41394888,270,100,0,0,0
151.2250485,-33.97168944,115,100,0,0,0
151.144098,-33.96147775,270,100,0,0,0
151.2628989,-33.70621139,270,100,0,0,0
150.9421291,-33.58405942,270,100,0,0,0
